ticker,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
BDTX,2021-04-27T00:00:00Z,28.17,28.3842,27.6,28,215039,28.17,28.3842,27.6,28,215039,0,1
BDVSY,2021-04-27T00:00:00Z,24.07,24.07,23.4201,23.89,2400,24.07,24.07,23.4201,23.89,2400,0,1
BDX,2021-04-27T00:00:00Z,258.21,259.44,253.28,257.14,1042968,258.21,259.44,253.28,257.14,1042968,0,1
BDXB,2021-04-27T00:00:00Z,57.69,57.69,56.25,56.96,78422,57.69,57.69,56.25,56.96,78422,0,1
BE,2021-04-27T00:00:00Z,27.61,28.35,27.02,27.45,3641681,27.61,28.35,27.02,27.45,3641681,0,1
BEAG,2021-04-27T00:00:00Z,0.095,0.14,0.09,0.14,22423,0.095,0.14,0.09,0.14,22423,0,1
BEAM,2021-04-27T00:00:00Z,81.56,83.75,80.43,82.42,556810,81.56,83.75,80.43,82.42,556810,0,1
BEBE,2021-04-27T00:00:00Z,5,5,5,5,639,5,5,5,5,639,0,1
BECN,2021-04-27T00:00:00Z,56.79,57.32,56.01,56.08,257009,56.79,57.32,56.01,56.08,257009,0,1
BEDU,2021-04-27T00:00:00Z,5.7,5.72,5.6,5.64,15925,5.7,5.72,5.6,5.64,15925,0,1
BEEM,2021-04-27T00:00:00Z,34.47,37.28,33.85,36.87,293188,34.47,37.28,33.85,36.87,293188,0,1
BEGI,2021-04-27T00:00:00Z,0.0565,0.0565,0.0542,0.055,219981,0.0565,0.0565,0.0542,0.055,219981,0,1
BEHL,2021-04-27T00:00:00Z,5e-4,5e-4,3e-4,5e-4,18381241,5e-4,5e-4,3e-4,5e-4,18381241,0,1
BEKE,2021-04-27T00:00:00Z,56,56.8,55.4,56.15,872358,56,56.8,55.4,56.15,872358,0,1
BELFA,2021-04-27T00:00:00Z,16.3,17.19,15.99,15.99,10252,16.3,17.19,15.99,15.99,10252,0,1
BELFB,2021-04-27T00:00:00Z,17.18,17.85,17,17.74,48495,17.18,17.85,17,17.74,48495,0,1
BELP,2021-04-27T00:00:00Z,99.85,100.01,99.85,99.93,14662,99.85,100.01,99.85,99.93,14662,0,1
BEMGQ,2021-04-27T00:00:00Z,0.0028,0.0028,0.0028,0.0028,0,0.0028,0.0028,0.0028,0.0028,0,0,1
BEN,2021-04-27T00:00:00Z,29.82,29.9,29.385,29.82,2017043,29.82,29.9,29.385,29.82,2017043,0,1
BENE,2021-04-27T00:00:00Z,10.005,10.005,10.005,10.005,155,10.005,10.005,10.005,10.005,155,0,1
BENEU,2021-04-27T00:00:00Z,10.6234,10.6234,10.62,10.62,366,10.6234,10.6234,10.62,10.62,366,0,1
BEP,2021-04-27T00:00:00Z,40.7,41.45,40.4585,41.45,250715,40.7,41.45,40.4585,41.45,250715,0,1
BEPC,2021-04-27T00:00:00Z,44.05,44.985,43.76,44.87,462325,44.05,44.985,43.76,44.87,462325,0,1
BEPH,2021-04-27T00:00:00Z,24.78,24.82,24.63,24.81,821056,24.78,24.82,24.63,24.81,821056,0,1
BERI,2021-04-27T00:00:00Z,0.2499,0.2499,0.2499,0.2499,0,0.2499,0.2499,0.2499,0.2499,0,0,1
BERK,2021-04-27T00:00:00Z,10.05,10.05,10,10,2721,10.05,10.05,10,10,2721,0,1
BERY,2021-04-27T00:00:00Z,61.61,61.86,61.02,61.46,915335,61.61,61.86,61.02,61.46,915335,0,1
BEST,2021-04-27T00:00:00Z,1.39,1.4828,1.39,1.46,1690298,1.39,1.4828,1.39,1.46,1690298,0,1
BETRF,2021-04-27T00:00:00Z,0.5248,0.60046,0.49752,0.59,67590,0.5248,0.60046,0.49752,0.59,67590,0,1
BETW,2021-04-27T00:00:00Z,0.0102,0.0102,0.0102,0.0102,13867,0.0102,0.0102,0.0102,0.0102,13867,0,1
BETZ,2021-04-27T00:00:00Z,32.9,33.0799,32.5,32.5,202478,32.9,33.0799,32.5,32.5,202478,0,1
BEVVF,2021-04-27T00:00:00Z,0.3027,0.3029,0.2983,0.2991,21300,0.3027,0.3029,0.2983,0.2991,21300,0,1
BFAM,2021-04-27T00:00:00Z,156.41,163.295,154.8,163.27,973922,156.41,163.295,154.8,163.27,973922,0,1
BFC,2021-04-27T00:00:00Z,72.22,73.67,71.45,71.45,7790,72.22,73.67,71.45,71.45,7790,0,1
BFCC,2021-04-27T00:00:00Z,23.9,23.9,23.9,23.9,25,23.9,23.9,23.9,23.9,25,0,1
BFEB,2021-04-27T00:00:00Z,29.93,29.93,29.88,29.9,1190,29.93,29.93,29.88,29.9,1190,0,1
BFI,2021-04-27T00:00:00Z,13.14,13.68,13.12,13.56,94132,13.14,13.68,13.12,13.56,94132,0,1
BFIN,2021-04-27T00:00:00Z,10.44,10.49,10.34,10.4,51356,10.44,10.49,10.34,10.4,51356,0,1
BFIT,2021-04-27T00:00:00Z,28.01,28.09,28,28.06,4217,28.01,28.09,28,28.06,4217,0,1
BFK,2021-04-27T00:00:00Z,15.08,15.08,15.02,15.07,37815,15.08,15.08,15.02,15.07,37815,0,1
BFLY,2021-04-27T00:00:00Z,14.23,14.825,14.21,14.77,999806,14.23,14.825,14.21,14.77,999806,0,1
BFOR,2021-04-27T00:00:00Z,59.1754,59.2499,59.1754,59.21,1494,59.1754,59.2499,59.1754,59.21,1494,0,1
BFRA,2021-04-27T00:00:00Z,5.63,5.75,5.57,5.67,23001,5.63,5.75,5.57,5.67,23001,0,1
BFS,2021-04-27T00:00:00Z,41.27,41.9286,41.04,41.42,17343,41.27,41.9286,41.04,41.42,17343,0,1
BFST,2021-04-27T00:00:00Z,23.5,23.64,23.17,23.64,18602,23.5,23.64,23.17,23.64,18602,0,1
BFTL,2021-04-27T00:00:00Z,3.04,3.04,3.04,3.04,200,3.04,3.04,3.04,3.04,200,0,1
BFTR,2021-04-27T00:00:00Z,53.199,53.445,53.1,53.39,6567,53.199,53.445,53.1,53.39,6567,0,1
BFZ,2021-04-27T00:00:00Z,14.56,14.63,14.5,14.63,21274,14.56,14.63,14.5,14.63,21274,0,1
BG,2021-04-27T00:00:00Z,88.34,88.84,86.2,86.4,1975637,88.34,88.84,86.2,86.4,1975637,0,1
BGAOY,2021-04-27T00:00:00Z,4.46,4.49,4.44,4.49,19581,4.46,4.49,4.44,4.49,19581,0,1
BGB,2021-04-27T00:00:00Z,13.43,13.44,13.39,13.42,57655,13.43,13.44,13.39,13.42,57655,0,1
BGCP,2021-04-27T00:00:00Z,5.75,5.89,5.72,5.82,5743268,5.75,5.89,5.72,5.82,5743268,0,1
BGEM,2021-04-27T00:00:00Z,0.0029,0.0029,0.0029,0.0029,900,0.0029,0.0029,0.0029,0.0029,900,0,1
BGEPF,2021-04-27T00:00:00Z,122.25,122.25,120.2558,120.2558,202516,122.25,122.25,120.2558,120.2558,202516,0,1
BGFV,2021-04-27T00:00:00Z,18.38,18.8,17.59,17.59,774240,18.38,18.8,17.59,17.59,774240,0,1
BGH,2021-04-27T00:00:00Z,16.245,16.25,16.22,16.22,58259,16.245,16.25,16.22,16.22,58259,0,1
BGI,2021-04-27T00:00:00Z,2.18,2.29,2.15,2.24,335136,2.18,2.29,2.15,2.24,335136,0,1
BGIO,2021-04-27T00:00:00Z,9.32,9.33,9.26,9.26,50868,9.32,9.33,9.26,9.26,50868,0,1
BGMD,2021-04-27T00:00:00Z,0.08245,0.08245,0.08245,0.08245,1000,0.08245,0.08245,0.08245,0.08245,1000,0,1
BGNE,2021-04-27T00:00:00Z,323.42,329.25,322.06,327.2,91005,323.42,329.25,322.06,327.2,91005,0,1
BGR,2021-04-27T00:00:00Z,8.62,8.67,8.55,8.56,98559,8.62,8.67,8.55,8.56,98559,0,1
BGRN,2021-04-27T00:00:00Z,54.65,54.73,54.65,54.72,26166,54.65,54.73,54.65,54.72,26166,0,1
BGS,2021-04-27T00:00:00Z,28.99,29.55,28.93,29.45,1267062,28.99,29.55,28.93,29.45,1267062,0,1
BGSF,2021-04-27T00:00:00Z,14.74,14.74,14.48,14.48,60027,14.74,14.74,14.48,14.48,60027,0,1
BGT,2021-04-27T00:00:00Z,12.49,12.54,12.48,12.54,60126,12.49,12.54,12.48,12.54,60126,0,1
BGX,2021-04-27T00:00:00Z,14.14,14.21,14.135,14.17,60171,14.14,14.21,14.135,14.17,60171,0,1
BGY,2021-04-27T00:00:00Z,6.27,6.29,6.24,6.28,133265,6.27,6.29,6.24,6.28,133265,0,1
BH,2021-04-27T00:00:00Z,130.27,135.84,130.27,133.7,4330,130.27,135.84,130.27,133.7,4330,0,1
BHAT,2021-04-27T00:00:00Z,1.18,1.2,1.15,1.17,358547,1.18,1.2,1.15,1.17,358547,0,1
BHB,2021-04-27T00:00:00Z,29.48,29.9,29.25,29.9,24873,29.48,29.9,29.25,29.9,24873,0,1
BHC,2021-04-27T00:00:00Z,31.25,31.325,30.3823,30.9,2673979,31.25,31.325,30.3823,30.9,2673979,0,1
BHDB,2021-04-27T00:00:00Z,36.5,36.5,36.5,36.5,0,36.5,36.5,36.5,36.5,0,0,1
BHE,2021-04-27T00:00:00Z,30.23,30.695,30.05,30.42,136934,30.23,30.695,30.05,30.42,136934,0,1
BHF,2021-04-27T00:00:00Z,46.35,46.47,45.12,45.12,464867,46.35,46.47,45.12,45.12,464867,0,1
BHFAL,2021-04-27T00:00:00Z,27.24,27.24,27.07,27.08,11606,27.24,27.24,27.07,27.08,11606,0,1
BHFAN,2021-04-27T00:00:00Z,26.39,26.45,26.28,26.28,37343,26.39,26.45,26.28,26.28,37343,0,1
BHFAO,2021-04-27T00:00:00Z,28.65,28.68,28.5863,28.68,9353,28.65,28.68,28.5863,28.68,9353,0,1
BHFAP,2021-04-27T00:00:00Z,27.3,27.45,27.27,27.27,14127,27.3,27.45,27.27,27.27,14127,0,1
BHK,2021-04-27T00:00:00Z,15.92,15.95,15.9,15.92,67881,15.92,15.95,15.9,15.92,67881,0,1
BHKLY,2021-04-27T00:00:00Z,69.6,70.05,69.6,70.05,2309,69.6,70.05,69.6,70.05,2309,0,1
BHLB,2021-04-27T00:00:00Z,22.43,22.99,22.2495,22.88,219255,22.43,22.99,22.2495,22.88,219255,0,1
BHP,2021-04-27T00:00:00Z,74.58,74.97,74.32,74.71,2043449,74.58,74.97,74.32,74.71,2043449,0,1
BHR,2021-04-27T00:00:00Z,6,6.03,5.54,5.61,983182,6,6.03,5.54,5.61,983182,0,1
BHRB,2021-04-27T00:00:00Z,2000,2000,2000,2000,23,2000,2000,2000,2000,23,0,1
BHSE,2021-04-27T00:00:00Z,9.89,9.94,9.83,9.94,97717,9.89,9.94,9.83,9.94,97717,0,1
BHSEU,2021-04-27T00:00:00Z,10.15,10.28,10.15,10.28,550925,10.15,10.28,10.15,10.28,550925,0,1
BHTG,2021-04-27T00:00:00Z,1.49,1.55,1.4786,1.51,252454,1.49,1.55,1.4786,1.51,252454,0,1
BHV,2021-04-27T00:00:00Z,17,17,16.9,16.9,4568,17,17,16.9,16.9,4568,0,1
BHVN,2021-04-27T00:00:00Z,74.91,76.28,74.52,76,227801,74.91,76.28,74.52,76,227801,0,1
BHWB,2021-04-27T00:00:00Z,31.95,31.95,31.95,31.95,0,31.95,31.95,31.95,31.95,0,0,1
BIB,2021-04-27T00:00:00Z,91.84,93.56,90.92,92.85,104260,91.84,93.56,90.92,92.85,104260,0,1
BIBL,2021-04-27T00:00:00Z,41.11,41.26,41.0392,41.26,16772,41.11,41.26,41.0392,41.26,16772,0,1
BICX,2021-04-27T00:00:00Z,2.75,2.8,2.75,2.8,1205,2.75,2.8,2.75,2.8,1205,0,1
BIDU,2021-04-27T00:00:00Z,216.4,221.74,215.92,218.2,4606916,216.4,221.74,215.92,218.2,4606916,0,1
BIEI,2021-04-27T00:00:00Z,0.00265,0.003,0.0025,0.0027,4099375,0.00265,0.003,0.0025,0.0027,4099375,0,1
BIEL,2021-04-27T00:00:00Z,0.0029,0.0031,0.0028,0.003,16960565,0.0029,0.0031,0.0028,0.003,16960565,0,1
BIF,2021-04-27T00:00:00Z,13.15,13.17,13.1,13.13,56600,13.15,13.17,13.1,13.13,56600,0,1
BIG,2021-04-27T00:00:00Z,69.46,70.4764,68.4001,68.66,745804,69.46,70.4764,68.4001,68.66,745804,0,1
BIGC,2021-04-27T00:00:00Z,56.39,57.84,55.12,56.14,491659,56.39,57.84,55.12,56.14,491659,0,1
BIGZ,2021-04-27T00:00:00Z,21.77,22,21.61,21.96,415465,21.77,22,21.61,21.96,415465,0,1
BIIB,2021-04-27T00:00:00Z,267.39,270.6833,265.88,269.07,717503,267.39,270.6833,265.88,269.07,717503,0,1
BIIO,2021-04-27T00:00:00Z,7,7,6.5,6.55,4619,7,7,6.5,6.55,4619,0,1
BIL,2021-04-27T00:00:00Z,91.5,91.5,91.49,91.49,787857,91.5,91.5,91.49,91.49,787857,0,1
BILI,2021-04-27T00:00:00Z,120.16,122.73,117.84,119.72,4425776,120.16,122.73,117.84,119.72,4425776,0,1
BILL,2021-04-27T00:00:00Z,163.29,167.46,162.3,166.01,490737,163.29,167.46,162.3,166.01,490737,0,1
BILZF,2021-04-27T00:00:00Z,0.6795,0.6949,0.649,0.6949,28517,0.6795,0.6949,0.649,0.6949,28517,0,1
BIMI,2021-04-27T00:00:00Z,1.6,1.61,1.54,1.57,772211,1.6,1.61,1.54,1.57,772211,0,1
BIO,2021-04-27T00:00:00Z,648.72,650.68,641.8,648,115976,648.72,650.68,641.8,648,115976,0,1
BIOAF,2021-04-27T00:00:00Z,0.247,0.247,0.24,0.2467,42666,0.247,0.247,0.24,0.2467,42666,0,1
BIOC,2021-04-27T00:00:00Z,4.96,5.19,4.88,5.17,230142,4.96,5.19,4.88,5.17,230142,0,1
BIOIF,2021-04-27T00:00:00Z,0.0726,0.0726,0.07,0.07,20916,0.0726,0.0726,0.07,0.07,20916,0,1
BIOL,2021-04-27T00:00:00Z,0.7795,0.82,0.7696,0.82,2717300,0.7795,0.82,0.7696,0.82,2717300,0,1
BIONQ,2021-04-27T00:00:00Z,0.001,0.001,0.001,0.001,1102000,0.001,0.001,0.001,0.001,1102000,0,1
BIOT,2021-04-27T00:00:00Z,9.7,9.74,9.7,9.7,26814,9.7,9.74,9.7,9.7,26814,0,1
BIOTU,2021-04-27T00:00:00Z,10,10.015,9.96,9.96,296021,10,10.015,9.96,9.96,296021,0,1
BIOX,2021-04-27T00:00:00Z,14.59,14.64,13.95,14.15,148682,14.59,14.64,13.95,14.15,148682,0,1
BIOYF,2021-04-27T00:00:00Z,6.2299,6.33,5.9601,6.33,12249,6.2299,6.33,5.9601,6.33,12249,0,1
BIP,2021-04-27T00:00:00Z,54.17,54.74,53.8305,54.49,262496,54.17,54.74,53.8305,54.49,262496,0,1
BIPC,2021-04-27T00:00:00Z,73.01,74.08,72.22,72.76,191891,73.01,74.08,72.22,72.76,191891,0,1
BIQIF,2021-04-27T00:00:00Z,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,0.03,0,0,1
BIREF,2021-04-27T00:00:00Z,2.46,2.5,2.43,2.5,148842,2.46,2.5,2.43,2.5,148842,0,1
BIS,2021-04-27T00:00:00Z,20.2649,20.43,19.9704,20.01,12852,20.2649,20.43,19.9704,20.01,12852,0,1
BIT,2021-04-27T00:00:00Z,18.54,18.6,18.45,18.49,128847,18.54,18.6,18.45,18.49,128847,0,1
BITE,2021-04-27T00:00:00Z,9.68,9.74,9.65,9.74,50641,9.68,9.74,9.65,9.74,50641,0,1
BITTF,2021-04-27T00:00:00Z,0.088,0.089,0.0831,0.0836,254993,0.088,0.089,0.0831,0.0836,254993,0,1
BIV,2021-04-27T00:00:00Z,89.02,89.23,89.01,89.22,987371,89.02,89.23,89.01,89.22,987371,0,1
BIVI,2021-04-27T00:00:00Z,21.5,23.86,20.5,22,268593,21.5,23.86,20.5,22,268593,0,1
BIZD,2021-04-27T00:00:00Z,16.81,16.81,16.73,16.79,97858,16.81,16.81,16.73,16.79,97858,0,1
BJ,2021-04-27T00:00:00Z,43.19,43.73,42.92,43.2,809732,43.19,43.73,42.92,43.2,809732,0,1
BJAN,2021-04-27T00:00:00Z,35.18,35.18,35.01,35.04,5858,35.18,35.18,35.01,35.04,5858,0,1
BJCHY,2021-04-27T00:00:00Z,3.89,3.89,3.89,3.89,0,3.89,3.89,3.89,3.89,0,0,1
BJK,2021-04-27T00:00:00Z,56.46,56.649,55.6618,55.78,63801,56.46,56.649,55.6618,55.78,63801,0,1
BJRI,2021-04-27T00:00:00Z,55.63,57.635,55.25,55.4,416867,55.63,57.635,55.25,55.4,416867,0,1
BJUL,2021-04-27T00:00:00Z,31.19,31.205,31.14,31.205,27559,31.19,31.205,31.14,31.205,27559,0,1
BK,2021-04-27T00:00:00Z,48.55,48.655,47.58,47.87,5530346,48.55,48.655,47.58,47.87,5530346,0.31,1
BKAG,2021-04-27T00:00:00Z,49.12,49.21,49.12,49.21,2393,49.12,49.21,49.12,49.21,2393,0,1
BKBEF,2021-04-27T00:00:00Z,1.2507,1.2819,1.249,1.249,4540,1.2507,1.2819,1.249,1.249,4540,0,1
BKCC,2021-04-27T00:00:00Z,3.75,3.77,3.67,3.74,275969,3.75,3.77,3.67,3.74,275969,0,1
BKD,2021-04-27T00:00:00Z,6.61,6.66,6.54,6.62,743559,6.61,6.66,6.54,6.62,743559,0,1
BKE,2021-04-27T00:00:00Z,43.35,44.12,42.12,42.17,265923,43.35,44.12,42.12,42.17,265923,0,1
BKEAY,2021-04-27T00:00:00Z,2.13,2.13,2.13,2.13,1,2.13,2.13,2.13,2.13,1,0,1
BKEM,2021-04-27T00:00:00Z,76.4992,76.4992,76.4992,76.4992,1,76.4992,76.4992,76.4992,76.4992,1,0,1
BKEN,2021-04-27T00:00:00Z,8e-4,8e-4,8e-4,8e-4,1250000,8e-4,8e-4,8e-4,8e-4,1250000,0,1
BKEP,2021-04-27T00:00:00Z,3.17,3.22,3.16,3.17,85016,3.17,3.22,3.16,3.17,85016,0,1
BKEPP,2021-04-27T00:00:00Z,8.033,8.05,8,8.004,6343,8.033,8.05,8,8.004,6343,0,1
BKESY,2021-04-27T00:00:00Z,0.0056,0.0056,0.0056,0.0056,0,0.0056,0.0056,0.0056,0.0056,0,0,1
BKF,2021-04-27T00:00:00Z,53.62,53.76,53.52,53.52,30107,53.62,53.76,53.52,53.52,30107,0,1
BKH,2021-04-27T00:00:00Z,68.12,69.36,68.07,69.13,201194,68.12,69.36,68.07,69.13,201194,0,1
BKHYY,2021-04-27T00:00:00Z,40.445,40.445,40.445,40.445,125,40.445,40.445,40.445,40.445,125,0,1
BKI,2021-04-27T00:00:00Z,72.79,73.65,72.295,73.65,816323,72.79,73.65,72.295,73.65,816323,0,1
BKIRF,2021-04-27T00:00:00Z,0.4623,0.464823,0.42,0.42,66024,0.4623,0.464823,0.42,0.42,66024,0,1
BKIT,2021-04-27T00:00:00Z,0.03,0.03,0.03,0.03,6,0.03,0.03,0.03,0.03,6,0,1
BKKLY,2021-04-27T00:00:00Z,19.3,19.3,19.3,19.3,1907,19.3,19.3,19.3,19.3,1907,0,1
BKLC,2021-04-27T00:00:00Z,78.7952,78.89,78.63,78.89,3087,78.7952,78.89,78.63,78.89,3087,0,1
BKLLF,2021-04-27T00:00:00Z,0.1618,0.179,0.157392,0.1685,187339,0.1618,0.179,0.157392,0.1685,187339,0,1
BKLN,2021-04-27T00:00:00Z,22.12,22.16,22.11,22.15,3808543,22.12,22.16,22.11,22.15,3808543,0,1
BKMM,2021-04-27T00:00:00Z,0.0049,0.0049,0.0049,0.0049,0,0.0049,0.0049,0.0049,0.0049,0,0,1
BKN,2021-04-27T00:00:00Z,19.05,19.37,18.96,19.11,76291,19.05,19.37,18.96,19.11,76291,0,1
BKNG,2021-04-27T00:00:00Z,2464.15,2469.12,2441.67,2458,215044,2464.15,2469.12,2441.67,2458,215044,0,1
BKNIY,2021-04-27T00:00:00Z,6.9,6.9,6.9,6.9,0,6.9,6.9,6.9,6.9,0,0,1
BKOR,2021-04-27T00:00:00Z,16,16,15.99,15.99,1487,16,16,15.99,15.99,1487,0,1
BKR,2021-04-27T00:00:00Z,19.92,20.35,19.565,20.33,8240047,19.92,20.35,19.565,20.33,8240047,0,1
BKRKY,2021-04-27T00:00:00Z,14.37,14.53,14.25,14.25,18573,14.37,14.53,14.25,14.25,18573,0,1
BKRP,2021-04-27T00:00:00Z,3.05,3.1,2.98,2.98,1574,3.05,3.1,2.98,2.98,1574,0,1
BKRRF,2021-04-27T00:00:00Z,0.567349,0.6014,0.55,0.5975,191130,0.567349,0.6014,0.55,0.5975,191130,0,1
BKSC,2021-04-27T00:00:00Z,20.85,21.7424,20.5,20.5,5403,20.85,21.7424,20.5,20.5,5403,0,1
BKT,2021-04-27T00:00:00Z,6.15,6.15,6.12,6.13,134043,6.15,6.15,6.12,6.13,134043,0,1
BKTI,2021-04-27T00:00:00Z,5.02,5.05,4.95,4.95,7611,5.02,5.05,4.95,4.95,7611,0,1
BKTPF,2021-04-27T00:00:00Z,0.0743,0.0743,0.0721,0.0721,21899,0.0743,0.0743,0.0721,0.0721,21899,0,1
BKU,2021-04-27T00:00:00Z,46.38,46.38,45.12,45.54,369289,46.38,46.38,45.12,45.54,369289,0,1
BKUCF,2021-04-27T00:00:00Z,0.20256,0.21,0.1912,0.2019,103151,0.20256,0.21,0.1912,0.2019,103151,0,1
BKYI,2021-04-27T00:00:00Z,3.43,3.57,3.37,3.55,89845,3.43,3.57,3.37,3.55,89845,0,1
BL,2021-04-27T00:00:00Z,120.7,122.49,119.22,121.95,395796,120.7,122.49,119.22,121.95,395796,0,1
BLAGF,2021-04-27T00:00:00Z,0.4924,0.4966,0.4809,0.4875,67637,0.4924,0.4966,0.4809,0.4875,67637,0,1
BLBD,2021-04-27T00:00:00Z,28.52,28.5699,27.785,28.24,118776,28.52,28.5699,27.785,28.24,118776,0,1
BLCM,2021-04-27T00:00:00Z,3.21,3.28,3.16,3.26,49063,3.21,3.28,3.16,3.26,49063,0,1
BLCN,2021-04-27T00:00:00Z,48.7,49.19,48.55,48.84,66945,48.7,49.19,48.55,48.84,66945,0,1
BLCT,2021-04-27T00:00:00Z,8.46,8.69,8.41,8.69,79729,8.46,8.69,8.41,8.69,79729,0,1
BLD,2021-04-27T00:00:00Z,224.8,229.49,223.805,227,305931,224.8,229.49,223.805,227,305931,0,1
BLDG,2021-04-27T00:00:00Z,31.5335,31.66,31.5335,31.66,581,31.5335,31.66,31.5335,31.66,581,0,1
BLDP,2021-04-27T00:00:00Z,22.52,22.72,21.94,22.5369,3599125,22.52,22.72,21.94,22.5369,3599125,0,1
BLDR,2021-04-27T00:00:00Z,49.96,50.83,49.53,49.87,1336945,49.96,50.83,49.53,49.87,1336945,0,1
BLDV,2021-04-27T00:00:00Z,0.00245,0.0028,0.0023,0.00255,7186048,0.00245,0.0028,0.0023,0.00255,7186048,0,1
BLE,2021-04-27T00:00:00Z,15.17,15.3,15.15,15.26,165412,15.17,15.3,15.15,15.26,165412,0,1
BLEG,2021-04-27T00:00:00Z,0.1099,0.11,0.108,0.11,12136,0.1099,0.11,0.108,0.11,12136,0,1
BLEVF,2021-04-27T00:00:00Z,0.004,0.006,0.004,0.0043,2010067,0.004,0.006,0.004,0.0043,2010067,0,1
BLFE,2021-04-27T00:00:00Z,0.43,0.43,0.43,0.43,0,0.43,0.43,0.43,0.43,0,0,1
BLFS,2021-04-27T00:00:00Z,34.29,34.555,33.52,33.85,282767,34.29,34.555,33.52,33.85,282767,0,1
BLGI,2021-04-27T00:00:00Z,0.12,0.125,0.1,0.102,63417,0.12,0.125,0.1,0.102,63417,0,1
BLGO,2021-04-27T00:00:00Z,0.1965,0.198,0.1853,0.195,139358,0.1965,0.198,0.1853,0.195,139358,0,1
BLI,2021-04-27T00:00:00Z,52.8,52.98,50.75,52.98,679347,52.8,52.98,50.75,52.98,679347,0,1
BLIAQ,2021-04-27T00:00:00Z,0.0338,0.049,0.0287,0.0375,1139398,0.0338,0.049,0.0287,0.0375,1139398,0,1
BLIBQ,2021-04-27T00:00:00Z,0.018,0.018,0.018,0.018,60279,0.018,0.018,0.018,0.018,60279,0,1
BLILF,2021-04-27T00:00:00Z,0.159,0.175,0.159,0.17281,16400,0.159,0.175,0.159,0.17281,16400,0,1
BLIN,2021-04-27T00:00:00Z,2.68,2.72,2.63,2.72,27018,2.68,2.72,2.63,2.72,27018,0,1
BLK,2021-04-27T00:00:00Z,820.51,822.69,812.68,817.7,321714,820.51,822.69,812.68,817.7,321714,0,1
BLKB,2021-04-27T00:00:00Z,72.04,73.25,71.72,73.02,267230,72.04,73.25,71.72,73.02,267230,0,1
BLKCF,2021-04-27T00:00:00Z,0.0372,0.0418,0.0322,0.0418,158048,0.0372,0.0418,0.0322,0.0418,158048,0,1
BLL,2021-04-27T00:00:00Z,92.9,93.45,91.9,92.52,695117,92.9,93.45,91.9,92.52,695117,0,1
BLLXF,2021-04-27T00:00:00Z,0.3068,0.3069,0.3068,0.3069,20499,0.3068,0.3069,0.3068,0.3069,20499,0,1
BLMC,2021-04-27T00:00:00Z,3.35,3.35,3.35,3.35,0,3.35,3.35,3.35,3.35,0,0,1
BLMN,2021-04-27T00:00:00Z,28.71,29.01,28.07,28.33,2020441,28.71,29.01,28.07,28.33,2020441,0,1
BLNK,2021-04-27T00:00:00Z,37.02,38.21,36.65,37.9,1524449,37.02,38.21,36.65,37.9,1524449,0,1
BLOK,2021-04-27T00:00:00Z,52.55,53.03,52.05,52.73,553206,52.55,53.03,52.05,52.73,553206,0,1
BLOZF,2021-04-27T00:00:00Z,1.1678,1.1703,1.12,1.17,79642,1.1678,1.1703,1.12,1.17,79642,0,1
BLPG,2021-04-27T00:00:00Z,0.0115,0.0125,0.0107,0.012,8800029,0.0115,0.0125,0.0107,0.012,8800029,0,1
BLPH,2021-04-27T00:00:00Z,4.56,4.6,4.41,4.59,52705,4.56,4.6,4.41,4.59,52705,0,1
BLRX,2021-04-27T00:00:00Z,3.07,3.0899,2.92,3.06,445667,3.07,3.0899,2.92,3.06,445667,0,1
BLSA,2021-04-27T00:00:00Z,10.29,10.29,10.29,10.29,840,10.29,10.29,10.29,10.29,840,0,1
BLSSF,2021-04-27T00:00:00Z,0.3414,0.35124,0.31,0.31,10831,0.3414,0.35124,0.31,0.31,10831,0,1
BLTS,2021-04-27T00:00:00Z,9.72,9.87,9.72,9.77,106654,9.72,9.87,9.72,9.77,106654,0,1
BLTSU,2021-04-27T00:00:00Z,10.02,10.13,10.01,10.0575,124083,10.02,10.13,10.01,10.0575,124083,0,1
BLU,2021-04-27T00:00:00Z,4.19,4.36,4.17,4.29,288623,4.19,4.36,4.17,4.29,288623,0,1
BLUA,2021-04-27T00:00:00Z,9.79,9.79,9.75,9.7581,6264,9.79,9.79,9.75,9.7581,6264,0,1
BLUE,2021-04-27T00:00:00Z,29.91,30.17,29.56,29.84,1066139,29.91,30.17,29.56,29.84,1066139,0,1
BLUU,2021-04-27T00:00:00Z,0.0014,0.0015,0.0012,0.0014,78063325,0.0014,0.0015,0.0012,0.0014,78063325,0,1
BLUW,2021-04-27T00:00:00Z,10.06,10.15,10.06,10.15,236194,10.06,10.15,10.06,10.15,236194,0,1
BLUWU,2021-04-27T00:00:00Z,10.68,11,10.68,10.78,52701,10.68,11,10.68,10.78,52701,0,1
BLV,2021-04-27T00:00:00Z,99.23,99.98,99.23,99.89,272062,99.23,99.98,99.23,99.89,272062,0,1
BLW,2021-04-27T00:00:00Z,16.72,16.82,16.61,16.77,106215,16.72,16.82,16.61,16.77,106215,0,1
BLX,2021-04-27T00:00:00Z,14.76,14.785,14.6,14.69,79964,14.76,14.785,14.6,14.69,79964,0,1
