ticker,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
BLXX,2021-04-27T00:00:00Z,0.0065,0.0066,0.0061,0.0061,168964,0.0065,0.0066,0.0061,0.0061,168964,0,1
BMA,2021-04-27T00:00:00Z,13.88,13.98,12.97,12.97,460109,13.88,13.98,12.97,12.97,460109,0,1
BMAR,2021-04-27T00:00:00Z,32.1143,32.129,32.0655,32.0655,1149,32.1143,32.129,32.0655,32.0655,1149,0,1
BMBL,2021-04-27T00:00:00Z,59.22,60.54,58.81,60.29,1148603,59.22,60.54,58.81,60.29,1148603,0,1
BMBN,2021-04-27T00:00:00Z,18.75,18.75,18.75,18.75,1,18.75,18.75,18.75,18.75,1,0,1
BMBOY,2021-04-27T00:00:00Z,7.75,7.75,7.75,7.75,3001,7.75,7.75,7.75,7.75,3001,0,1
BMCS,2021-04-27T00:00:00Z,0.0655,0.0845,0.057,0.0845,167251,0.0655,0.0845,0.057,0.0845,167251,0,1
BME,2021-04-27T00:00:00Z,48.85,49.39,48.4492,48.75,14081,48.85,49.39,48.4492,48.75,14081,0,1
BMEA,2021-04-27T00:00:00Z,16.99,17.61,15.89,16.25,77272,16.99,17.61,15.89,16.25,77272,0,1
BMED,2021-04-27T00:00:00Z,30.0348,30.1099,30.0205,30.1099,1104,30.0348,30.1099,30.0205,30.1099,1104,0,1
BMEZ,2021-04-27T00:00:00Z,27.68,28.04,27.55,28,151452,27.68,28.04,27.55,28,151452,0,1
BMI,2021-04-27T00:00:00Z,95.59,96.88,94.58,96.2,157824,95.59,96.88,94.58,96.2,157824,0,1
BMIN,2021-04-27T00:00:00Z,0.0053,0.0081,0.0053,0.0081,936567,0.0053,0.0081,0.0053,0.0081,936567,0,1
BMIX,2021-04-27T00:00:00Z,0.018,0.0192,0.0178,0.0178,9505222,0.018,0.0192,0.0178,0.0178,9505222,0,1
BMKDF,2021-04-27T00:00:00Z,0.4514,0.463,0.4267,0.46,23594,0.4514,0.463,0.4267,0.46,23594,0,1
BMMCF,2021-04-27T00:00:00Z,0.006,0.006,0.006,0.006,0,0.006,0.006,0.006,0.006,0,0,1
BMMJ,2021-04-27T00:00:00Z,0.4098,0.4299,0.395,0.4,199147,0.4098,0.4299,0.395,0.4,199147,0,1
BMNM,2021-04-27T00:00:00Z,1.3,1.31,1.25,1.25,875,1.3,1.31,1.25,1.25,875,0,1
BMO,2021-04-27T00:00:00Z,94.23,94.5,93.64,94.22,722719,94.23,94.5,93.64,94.22,722719,0,1
BMOOF,2021-04-27T00:00:00Z,0.069,0.069,0.0596,0.0624,48100,0.069,0.069,0.0596,0.0624,48100,0,1
BMRA,2021-04-27T00:00:00Z,4.68,4.85,4.57,4.8,75324,4.68,4.85,4.57,4.8,75324,0,1
BMRC,2021-04-27T00:00:00Z,35.99,36.11,35.65,35.9,86340,35.99,36.11,35.65,35.9,86340,0,1
BMRK,2021-04-27T00:00:00Z,0.0151,0.0151,0.0151,0.0151,0,0.0151,0.0151,0.0151,0.0151,0,0,1
BMRN,2021-04-27T00:00:00Z,79.77,81.28,79.64,81,860857,79.77,81.28,79.64,81,860857,0,1
BMRRY,2021-04-27T00:00:00Z,31.39,31.58,30.884,30.884,23316,31.39,31.58,30.884,30.884,23316,0,1
BMSPF,2021-04-27T00:00:00Z,0.003,0.0038,0.003,0.003,10400,0.003,0.0038,0.003,0.003,10400,0,1
BMTC,2021-04-27T00:00:00Z,45.43,45.43,44.57,45.15,99823,45.43,45.43,44.57,45.15,99823,0,1
BMTX,2021-04-27T00:00:00Z,10.34,10.94,10.11,10.735,32795,10.34,10.94,10.11,10.735,32795,0,1
BMWYY,2021-04-27T00:00:00Z,34.76,34.79,34.6,34.69,37772,34.76,34.79,34.6,34.69,37772,0,1
BMXC,2021-04-27T00:00:00Z,0.0021,0.0023,0.002,0.0022,10312594,0.0021,0.0023,0.002,0.0022,10312594,0,1
BMXI,2021-04-27T00:00:00Z,0.8639,0.87,0.8639,0.86995,2000,0.8639,0.87,0.8639,0.86995,2000,0,1
BMY,2021-04-27T00:00:00Z,65.96,66.28,65.6,66,7396816,65.96,66.28,65.6,66,7396816,0,1
BNAUF,2021-04-27T00:00:00Z,2.116,2.1298,2.116,2.12,12683,2.116,2.1298,2.116,2.12,12683,0,1
BNCC,2021-04-27T00:00:00Z,37.2,37.2,36.91,37.05,2240,37.2,37.2,36.91,37.05,2240,0,1
BND,2021-04-27T00:00:00Z,85.17,85.37,85.15,85.37,4450268,85.17,85.37,85.15,85.37,4450268,0,1
BNDC,2021-04-27T00:00:00Z,26.0952,26.129,26.0952,26.12,3182,26.0952,26.129,26.0952,26.12,3182,0,1
BNDSY,2021-04-27T00:00:00Z,1.1,1.1,1.1,1.1,1000,1.1,1.1,1.1,1.1,1000,0,1
BNDW,2021-04-27T00:00:00Z,79.82,79.94,79.7875,79.94,32275,79.82,79.94,79.7875,79.94,32275,0,1
BNDX,2021-04-27T00:00:00Z,57.08,57.13,57.07,57.12,3315037,57.08,57.13,57.07,57.12,3315037,0,1
BNE,2021-04-27T00:00:00Z,29.3713,29.51,29.3713,29.51,900,29.3713,29.51,29.3713,29.51,900,0,1
BNED,2021-04-27T00:00:00Z,7.74,7.97,7.53,7.72,298159,7.74,7.97,7.53,7.72,298159,0,1
BNEFF,2021-04-27T00:00:00Z,2.56971,2.56971,2.56971,2.56971,1000,2.56971,2.56971,2.56971,2.56971,1000,0,1
BNET,2021-04-27T00:00:00Z,1.7,1.7,1.6,1.6,16850,1.7,1.7,1.6,1.6,16850,0,1
BNFT,2021-04-27T00:00:00Z,14.1,14.4,14.05,14.31,131447,14.1,14.4,14.05,14.31,131447,0,1
BNGO,2021-04-27T00:00:00Z,7.05,7.7283,6.83,7.56,39197533,7.05,7.7283,6.83,7.56,39197533,0,1
BNKD,2021-04-27T00:00:00Z,16.1163,16.69,16.1163,16.54,3660,16.1163,16.69,16.1163,16.54,3660,0,1
BNKL,2021-04-27T00:00:00Z,2.75,2.75,2.75,2.75,0,2.75,2.75,2.75,2.75,0,0,1
BNKU,2021-04-27T00:00:00Z,49.37,49.49,47.68,48.18,79120,49.37,49.49,47.68,48.18,79120,0,1
BNL,2021-04-27T00:00:00Z,19.55,19.67,19.45,19.52,652612,19.55,19.67,19.45,19.52,652612,0,1
BNO,2021-04-27T00:00:00Z,16.84,16.85,16.63,16.68,771831,16.84,16.85,16.63,16.68,771831,0,1
BNOEF,2021-04-27T00:00:00Z,0.19925,0.204,0.1847,0.204,375162,0.19925,0.204,0.1847,0.204,375162,0,1
BNOV,2021-04-27T00:00:00Z,31.27,31.315,31.25,31.315,1516,31.27,31.315,31.25,31.315,1516,0,1
BNOW,2021-04-27T00:00:00Z,0.071,0.075,0.065,0.075,334884,0.071,0.075,0.065,0.075,334884,0,1
BNPQY,2021-04-27T00:00:00Z,31.37,31.445,31.21,31.39,2615198,31.37,31.445,31.21,31.39,2615198,0,1
BNR,2021-04-27T00:00:00Z,29.92,30.24,29.4,29.75,103415,29.92,30.24,29.4,29.75,103415,0,1
BNS,2021-04-27T00:00:00Z,63.13,63.32,62.8,63.25,826764,63.13,63.32,62.8,63.25,826764,0,1
BNSO,2021-04-27T00:00:00Z,6.63,6.7939,6.42,6.67,9096,6.63,6.7939,6.42,6.67,9096,0,1
BNTC,2021-04-27T00:00:00Z,5.48,5.64,5.4291,5.59,143993,5.48,5.64,5.4291,5.59,143993,0,1
BNTGY,2021-04-27T00:00:00Z,18.41,18.41,18.15,18.15,28311,18.41,18.41,18.15,18.15,28311,0,1
BNTX,2021-04-27T00:00:00Z,172.84,175.88,169.2638,173.37,2047534,172.84,175.88,169.2638,173.37,2047534,0,1
BNVIF,2021-04-27T00:00:00Z,0.0565,0.0572,0.0521,0.05591,174352,0.0565,0.0572,0.0521,0.05591,174352,0,1
BNXAF,2021-04-27T00:00:00Z,5,5.94,4.95,5.94,73572,5,5.94,4.95,5.94,73572,0,1
BNXR,2021-04-27T00:00:00Z,0.012,0.012,0.012,0.012,0,0.012,0.012,0.012,0.012,0,0,1
BNY,2021-04-27T00:00:00Z,14.46,14.58,14.42,14.54,159019,14.46,14.58,14.42,14.54,159019,0,1
BOAC,2021-04-27T00:00:00Z,9.95,10,9.95,9.95,12192,9.95,10,9.95,9.95,12192,0,1
BOAS,2021-04-27T00:00:00Z,9.7,9.74,9.7,9.74,249,9.7,9.74,9.7,9.74,249,0,1
BOB,2021-04-27T00:00:00Z,26.1498,26.2,26.13,26.2,3137,26.1498,26.2,26.13,26.2,3137,0,1
BOCH,2021-04-27T00:00:00Z,12.91,13,12.84,12.85,53081,12.91,13,12.84,12.85,53081,0,1
BOE,2021-04-27T00:00:00Z,12.06,12.09,12.01,12.09,173021,12.06,12.09,12.01,12.09,173021,0,1
BOH,2021-04-27T00:00:00Z,91.82,91.94,90.23,90.57,159885,91.82,91.94,90.23,90.57,159885,0,1
BOIL,2021-04-27T00:00:00Z,24.58,24.7098,24.14,24.14,847173,24.58,24.7098,24.14,24.14,847173,0,1
BOKF,2021-04-27T00:00:00Z,88,88.28,87,87.48,177762,88,88.28,87,87.48,177762,0,1
BOKFL,2021-04-27T00:00:00Z,25.37,25.43,25.32,25.43,5687,25.37,25.43,25.32,25.43,5687,0,1
BOLBP,2021-04-27T00:00:00Z,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0,0,1
BOLT,2021-04-27T00:00:00Z,25.33,27.63,24.77,27.38,109087,25.33,27.63,24.77,27.38,109087,0,1
BOMH,2021-04-27T00:00:00Z,0.31,0.38,0.31,0.38,61028,0.31,0.38,0.31,0.38,61028,0,1
BOMN,2021-04-27T00:00:00Z,27.94,28.35,27.16,27.65,162926,27.94,28.35,27.16,27.65,162926,0,1
BOND,2021-04-27T00:00:00Z,110.22,110.56,110.18,110.45,185642,110.22,110.56,110.18,110.45,185642,0,1
BONTQ,2021-04-27T00:00:00Z,0.0145,0.0179,0.01,0.0179,163389,0.0145,0.0179,0.01,0.0179,163389,0,1
BONXF,2021-04-27T00:00:00Z,1.0195,1.03,1.008,1.02,14045,1.0195,1.03,1.008,1.02,14045,0,1
BONZ,2021-04-27T00:00:00Z,0.0093,0.0093,0.0086,0.0086,538275,0.0093,0.0093,0.0086,0.0086,538275,0,1
BOOM,2021-04-27T00:00:00Z,50.26,51.47,49.04,51.47,157883,50.26,51.47,49.04,51.47,157883,0,1
BOOT,2021-04-27T00:00:00Z,71.92,73.17,69.85,69.85,250489,71.92,73.17,69.85,69.85,250489,0,1
BOREF,2021-04-27T00:00:00Z,7.05,7.05,7.05,7.05,0,7.05,7.05,7.05,7.05,0,0,1
BORK,2021-04-27T00:00:00Z,0.0082,0.0083,0.0078,0.0083,256000,0.0082,0.0083,0.0078,0.0083,256000,0,1
BORNY,2021-04-27T00:00:00Z,0.1205,0.1205,0.1205,0.1205,10,0.1205,0.1205,0.1205,0.1205,10,0,1
BORR,2021-04-27T00:00:00Z,0.9693,1,0.9387,0.97,2015001,0.9693,1,0.9387,0.97,2015001,0,1
BORT,2021-04-27T00:00:00Z,29.5,29.5,29.5,29.5,500,29.5,29.5,29.5,29.5,500,0,1
BOSC,2021-04-27T00:00:00Z,3.18,3.27,3.17,3.26,9018,3.18,3.27,3.17,3.26,9018,0,1
BOSSY,2021-04-27T00:00:00Z,9.14,9.24,9.14,9.21,4145,9.14,9.24,9.14,9.21,4145,0,1
BOTH,2021-04-27T00:00:00Z,3,3,3,3,0,3,3,3,3,0,0,1
BOTJ,2021-04-27T00:00:00Z,14.98,14.98,14.92,14.92,2828,14.98,14.98,14.92,14.92,2828,0,1
BOTY,2021-04-27T00:00:00Z,0.0024,0.0025,0.0022,0.0024,18435744,0.0024,0.0025,0.0022,0.0024,18435744,0,1
BOTZ,2021-04-27T00:00:00Z,35.02,35.29,34.97,35.29,604424,35.02,35.29,34.97,35.29,604424,0,1
BOUT,2021-04-27T00:00:00Z,35.2138,35.51,35.18,35.51,13991,35.2138,35.51,35.18,35.51,13991,0,1
BOWFF,2021-04-27T00:00:00Z,30.15,30.15,29.8626,29.91,8050,30.15,30.15,29.8626,29.91,8050,0,1
BOWX,2021-04-27T00:00:00Z,11.59,11.65,11.1,11.33,639398,11.59,11.65,11.1,11.33,639398,0,1
BOWXU,2021-04-27T00:00:00Z,12.56,12.61,12.04,12.61,3379,12.56,12.61,12.04,12.61,3379,0,1
BOX,2021-04-27T00:00:00Z,22.1,22.38,21.965,22.26,1608996,22.1,22.38,21.965,22.26,1608996,0,1
BOXL,2021-04-27T00:00:00Z,2.44,2.72,2.36,2.501,6004298,2.44,2.72,2.36,2.501,6004298,0,1
BOXS,2021-04-27T00:00:00Z,0.0127,0.0129,0.0107,0.01268,422573,0.0127,0.0129,0.0107,0.01268,422573,0,1
BP,2021-04-27T00:00:00Z,24.94,25.31,24.73,25.14,16532795,24.94,25.31,24.73,25.14,16532795,0,1
BPFH,2021-04-27T00:00:00Z,14.93,15.25,14.84,15.04,2865591,14.93,15.25,14.84,15.04,2865591,0,1
BPIGF,2021-04-27T00:00:00Z,0.0025,0.0025,0.0025,0.0025,1000,0.0025,0.0025,0.0025,0.0025,1000,0,1
BPMC,2021-04-27T00:00:00Z,99.2,101.33,98.19,101.33,257164,99.2,101.33,98.19,101.33,257164,0,1
BPMP,2021-04-27T00:00:00Z,13.86,13.88,13.65,13.85,1088298,13.86,13.88,13.65,13.85,1088298,0,1
BPOP,2021-04-27T00:00:00Z,75.2,75.28,73.24,73.24,671282,75.2,75.28,73.24,73.24,671282,0,1
BPOPM,2021-04-27T00:00:00Z,25.51,25.525,25.51,25.52,1024,25.51,25.525,25.51,25.52,1024,0,1
BPOPN,2021-04-27T00:00:00Z,25.95,25.95,25.82,25.85,2334,25.95,25.95,25.82,25.85,2334,0,1
BPOPO,2021-04-27T00:00:00Z,25.51,25.51,25.51,25.51,0,25.51,25.51,25.51,25.51,0,0,1
BPRN,2021-04-27T00:00:00Z,27.53,28.5458,27.53,28.01,28007,27.53,28.5458,27.53,28.01,28007,0,1
BPSR,2021-04-27T00:00:00Z,0.0489,0.05065,0.047,0.048,527992,0.0489,0.05065,0.047,0.048,527992,0,1
BPT,2021-04-27T00:00:00Z,3.3,3.35,3.21,3.26,71325,3.3,3.35,3.21,3.26,71325,0,1
BPTH,2021-04-27T00:00:00Z,5.95,6.2422,5.86,6.16,163144,5.95,6.2422,5.86,6.16,163144,0,1
BPTS,2021-04-27T00:00:00Z,15,15,15,15,188,15,15,15,15,188,0,1
BPY,2021-04-27T00:00:00Z,17.85,17.9,17.81,17.89,3889075,17.85,17.9,17.81,17.89,3889075,0,1
BPYPN,2021-04-27T00:00:00Z,24.5,24.6,24.5,24.6,12211,24.5,24.6,24.5,24.6,12211,0,1
BPYPO,2021-04-27T00:00:00Z,25.48,25.6,25.3732,25.6,16137,25.48,25.6,25.3732,25.6,16137,0,1
BPYPP,2021-04-27T00:00:00Z,25.65,25.83,25.5215,25.63,6727,25.65,25.83,25.5215,25.63,6727,0,1
BPYU,2021-04-27T00:00:00Z,17.88,17.9218,17.8,17.9218,259794,17.88,17.9218,17.8,17.9218,259794,0,1
BPYUP,2021-04-27T00:00:00Z,25.14,25.2,25.14,25.2,126203,25.14,25.2,25.14,25.2,126203,0,1
BQ,2021-04-27T00:00:00Z,5,5.11,4.735,5.03,159599,5,5.11,4.735,5.03,159599,0,1
BR,2021-04-27T00:00:00Z,161.23,161.49,160.02,160.47,355786,161.23,161.49,160.02,160.47,355786,0,1
BRBR,2021-04-27T00:00:00Z,25.92,26.06,25.56,25.85,165262,25.92,26.06,25.56,25.85,165262,0,1
BRBS,2021-04-27T00:00:00Z,23.9,23.97,23,23.19,29551,23.9,23.97,23,23.19,29551,0,1
BRC,2021-04-27T00:00:00Z,55.05,56.03,55.05,55.6,123815,55.05,56.03,55.05,55.6,123815,0,1
BRDCY,2021-04-27T00:00:00Z,20.4,20.75,20.3,20.75,20797,20.4,20.75,20.3,20.75,20797,0,1
BREZ,2021-04-27T00:00:00Z,10.01,10.06,10,10.06,17140,10.01,10.06,10,10.06,17140,0,1
BRF,2021-04-27T00:00:00Z,21.1866,21.48,21.1866,21.29,81218,21.1866,21.48,21.1866,21.29,81218,0,1
BRFH,2021-04-27T00:00:00Z,0.455,0.47,0.431,0.44,27226,0.455,0.47,0.431,0.44,27226,0,1
BRFS,2021-04-27T00:00:00Z,4.1,4.27,4.04,4.24,5796469,4.1,4.27,4.04,4.24,5796469,0,1
BRG,2021-04-27T00:00:00Z,9.56,9.82,9.56,9.82,242420,9.56,9.82,9.56,9.82,242420,0,1
BRGC,2021-04-27T00:00:00Z,0.0699,0.0699,0.063,0.0665,24930,0.0699,0.0699,0.063,0.0665,24930,0,1
BRGO,2021-04-27T00:00:00Z,0.008,0.0092,0.00785,0.0092,6110902,0.008,0.0092,0.00785,0.0092,6110902,0,1
BRID,2021-04-27T00:00:00Z,14.5,14.65,14.25,14.55,4619,14.5,14.65,14.25,14.55,4619,0,1
BRKL,2021-04-27T00:00:00Z,15.47,15.71,15.29,15.59,194313,15.47,15.71,15.29,15.59,194313,0,1
BRKR,2021-04-27T00:00:00Z,70.03,70.27,68.8,69.41,323701,70.03,70.27,68.8,69.41,323701,0,1
BRKS,2021-04-27T00:00:00Z,105.5,108.72,103.85,107.72,677542,105.5,108.72,103.85,107.72,677542,0,1
BRLI,2021-04-27T00:00:00Z,9.99,10,9.98,9.98,405,9.99,10,9.98,9.98,405,0,1
BRLIU,2021-04-27T00:00:00Z,10.65,11.14,10.52,11.14,741,10.65,11.14,10.52,11.14,741,0,1
BRLL,2021-04-27T00:00:00Z,0.1449,0.1549,0.14,0.1404,1390289,0.1449,0.1549,0.14,0.1404,1390289,0,1
BRLXF,2021-04-27T00:00:00Z,34.628,34.628,34.628,34.628,0,34.628,34.628,34.628,34.628,0,0,1
BRMK,2021-04-27T00:00:00Z,10.87,10.8899,10.76,10.77,730684,10.87,10.8899,10.76,10.77,730684,0,1
BRMSY,2021-04-27T00:00:00Z,3.61,3.61,3.61,3.61,0,3.61,3.61,3.61,3.61,0,0,1
BRN,2021-04-27T00:00:00Z,2.2,2.32,2.12,2.27,68184,2.2,2.32,2.12,2.27,68184,0,1
BRNE,2021-04-27T00:00:00Z,0.0024,0.0029,0.002,0.002,4173864,0.0024,0.0029,0.002,0.002,4173864,0,1
BRNW,2021-04-27T00:00:00Z,0.006,0.00635,0.0059,0.00635,3180183,0.006,0.00635,0.0059,0.00635,3180183,0,1
BRO,2021-04-27T00:00:00Z,51.87,52.9999,51.6501,52.27,1499379,51.87,52.9999,51.6501,52.27,1499379,0,1
BROG,2021-04-27T00:00:00Z,9.32,9.33,9.3,9.3,1957,9.32,9.33,9.3,9.3,1957,0,1
BRP,2021-04-27T00:00:00Z,29.97,30.13,29.41,29.45,480722,29.97,30.13,29.41,29.45,480722,0,1
BRPA,2021-04-27T00:00:00Z,44.5,48,38.5,40,63564,44.5,48,38.5,40,63564,0,1
BRPM,2021-04-27T00:00:00Z,9.75,9.75,9.75,9.75,5037,9.75,9.75,9.75,9.75,5037,0,1
BRPMU,2021-04-27T00:00:00Z,10.06,10.06,10,10,7680,10.06,10.06,10,10,7680,0,1
BRQS,2021-04-27T00:00:00Z,1.18,1.2278,1.16,1.22,1138315,1.18,1.2278,1.16,1.22,1138315,0,1
BRSE,2021-04-27T00:00:00Z,0.21,0.21749,0.21,0.215,10746,0.21,0.21749,0.21,0.215,10746,0,1
BRSI,2021-04-27T00:00:00Z,0.051,0.051,0.051,0.051,0,0.051,0.051,0.051,0.051,0,0,1
BRT,2021-04-27T00:00:00Z,18.77,18.87,18.36,18.36,26043,18.77,18.87,18.36,18.36,26043,0,1
BRTI,2021-04-27T00:00:00Z,0.016,0.016,0.016,0.016,0,0.016,0.016,0.016,0.016,0,0,1
BRTX,2021-04-27T00:00:00Z,0.0096,0.01094,0.00935,0.01,24627268,0.0096,0.01094,0.00935,0.01,24627268,0,1
BRVO,2021-04-27T00:00:00Z,0.2449,0.2449,0.2449,0.2449,2,0.2449,0.2449,0.2449,0.2449,2,0,1
BRVVF,2021-04-27T00:00:00Z,0.64295,0.64295,0.5683,0.5683,1285,0.64295,0.64295,0.5683,0.5683,1285,0,1
BRX,2021-04-27T00:00:00Z,22.01,22.145,21.66,21.77,1424183,22.01,22.145,21.66,21.77,1424183,0,1
BRY,2021-04-27T00:00:00Z,5.92,6.03,5.87,5.91,177900,5.92,6.03,5.87,5.91,177900,0,1
BRZL,2021-04-27T00:00:00Z,0.0097,0.0105,0.0091,0.01,2844961,0.0097,0.0105,0.0091,0.01,2844961,0,1
BRZU,2021-04-27T00:00:00Z,101.8,105.2341,101.17,103.43,116754,101.8,105.2341,101.17,103.43,116754,0,1
BRZV,2021-04-27T00:00:00Z,0.02149,0.02149,0.02149,0.02149,5000,0.02149,0.02149,0.02149,0.02149,5000,0,1
BSA,2021-04-27T00:00:00Z,25.31,25.49,25.3,25.47,3633,25.31,25.49,25.3,25.47,3633,0,1
BSAC,2021-04-27T00:00:00Z,23.4,23.975,23.31,23.8,245410,23.4,23.975,23.31,23.8,245410,0,1
BSAE,2021-04-27T00:00:00Z,25.05,25.05,25.05,25.05,151,25.05,25.05,25.05,25.05,151,0,1
BSBE,2021-04-27T00:00:00Z,25.675,25.7,25.65,25.7,19530,25.675,25.7,25.65,25.7,19530,0,1
BSBK,2021-04-27T00:00:00Z,9.76,9.9,9.76,9.79,13576,9.76,9.9,9.76,9.79,13576,0,1
BSBR,2021-04-27T00:00:00Z,6.91,7.07,6.865,6.98,1102973,6.91,7.07,6.865,6.98,1102973,0,1
BSCA,2021-04-27T00:00:00Z,13.14,13.75,13.1,13.75,239229,13.14,13.75,13.1,13.75,239229,0,1
BSCL,2021-04-27T00:00:00Z,21.11,21.13,21.11,21.11,583469,21.11,21.13,21.11,21.11,583469,0,1
BSCM,2021-04-27T00:00:00Z,21.64,21.65,21.63,21.64,445987,21.64,21.65,21.63,21.64,445987,0,1
BSCN,2021-04-27T00:00:00Z,21.75,21.77,21.75,21.75,225173,21.75,21.77,21.75,21.75,225173,0,1
BSCO,2021-04-27T00:00:00Z,22.195,22.2,22.19,22.19,172069,22.195,22.2,22.19,22.19,172069,0,1
BSCP,2021-04-27T00:00:00Z,22.25,22.27,22.24,22.27,138180,22.25,22.27,22.24,22.27,138180,0,1
BSCQ,2021-04-27T00:00:00Z,21.43,21.4712,21.42,21.47,94078,21.43,21.4712,21.42,21.47,94078,0,1
BSCR,2021-04-27T00:00:00Z,21.755,21.79,21.75,21.78,32242,21.755,21.79,21.75,21.78,32242,0,1
BSCS,2021-04-27T00:00:00Z,22.7499,22.805,22.74,22.805,86336,22.7499,22.805,22.74,22.805,86336,0,1
BSCT,2021-04-27T00:00:00Z,20.8797,20.94,20.87,20.94,12750,20.8797,20.94,20.87,20.94,12750,0,1
BSDE,2021-04-27T00:00:00Z,26.145,26.3,26.131,26.29,7498,26.145,26.3,26.131,26.29,7498,0,1
BSEG,2021-04-27T00:00:00Z,0.01695,0.01695,0.0121,0.0142,19550,0.01695,0.01695,0.0121,0.0142,19550,0,1
BSEM,2021-04-27T00:00:00Z,1.5,1.5,1.5,1.5,25,1.5,1.5,1.5,1.5,25,0,1
BSENF,2021-04-27T00:00:00Z,0.3878,0.40065,0.38,0.389,78811,0.3878,0.40065,0.38,0.389,78811,0,1
BSEP,2021-04-27T00:00:00Z,31.2148,31.215,31.16,31.19,4102,31.2148,31.215,31.16,31.19,4102,0,1
BSET,2021-04-27T00:00:00Z,31.45,32.45,29.72,30,120963,31.45,32.45,29.72,30,120963,0,1
BSFO,2021-04-27T00:00:00Z,25,25,24.99,25,9640,25,25,24.99,25,9640,0,1
BSGM,2021-04-27T00:00:00Z,3.77,4.03,3.7,3.97,350841,3.77,4.03,3.7,3.97,350841,0,1
BSHI,2021-04-27T00:00:00Z,25,25,25,25,0,25,25,25,25,0,0,1
BSIG,2021-04-27T00:00:00Z,23.42,23.64,23.29,23.43,425883,23.42,23.64,23.29,23.43,425883,0,1
BSJL,2021-04-27T00:00:00Z,23.035,23.04,23.03,23.03,145104,23.035,23.04,23.03,23.03,145104,0,1
BSJM,2021-04-27T00:00:00Z,23.31,23.32,23.3,23.32,121350,23.31,23.32,23.3,23.32,121350,0,1
BSJN,2021-04-27T00:00:00Z,25.36,25.37,25.35,25.35,68414,25.36,25.37,25.35,25.35,68414,0,1
BSJO,2021-04-27T00:00:00Z,25.03,25.03,25.02,25.03,82650,25.03,25.03,25.02,25.03,82650,0,1
BSJP,2021-04-27T00:00:00Z,24.59,24.61,24.575,24.61,88735,24.59,24.61,24.575,24.61,88735,0,1
BSJQ,2021-04-27T00:00:00Z,25.63,25.68,25.6198,25.68,103277,25.63,25.68,25.6198,25.68,103277,0,1
BSJR,2021-04-27T00:00:00Z,25.44,25.465,25.41,25.41,7253,25.44,25.465,25.41,25.41,7253,0,1
BSJS,2021-04-27T00:00:00Z,25.37,25.37,25.37,25.37,39,25.37,25.37,25.37,25.37,39,0,1
BSM,2021-04-27T00:00:00Z,10.28,10.44,10.19,10.4,186915,10.28,10.44,10.19,10.4,186915,0,1
BSMX,2021-04-27T00:00:00Z,5.61,5.685,5.59,5.65,233497,5.61,5.685,5.59,5.65,233497,0,1
BSN,2021-04-27T00:00:00Z,9.84,9.89,9.83,9.89,2516,9.84,9.89,9.83,9.89,2516,0,1
BSPE,2021-04-27T00:00:00Z,10.07,10.11,10.05,10.11,82891,10.07,10.11,10.05,10.11,82891,0,1
BSPI,2021-04-27T00:00:00Z,0.369,0.394,0.256,0.3,13115,0.369,0.394,0.256,0.3,13115,0,1
BSPK,2021-04-27T00:00:00Z,0.0285,0.031,0.027,0.0293,209626,0.0285,0.031,0.027,0.0293,209626,0,1
BSPM,2021-04-27T00:00:00Z,0.16,0.16,0.16,0.16,141,0.16,0.16,0.16,0.16,141,0,1
BSPR,2021-04-27T00:00:00Z,0.0555,0.0555,0.0555,0.0555,0,0.0555,0.0555,0.0555,0.0555,0,0,1
BSQR,2021-04-27T00:00:00Z,2.67,2.86,2.63,2.83,277211,2.67,2.86,2.63,2.83,277211,0,1
BSRC,2021-04-27T00:00:00Z,0.0457,0.05,0.045,0.049,4013007,0.0457,0.05,0.045,0.049,4013007,0,1
BSRR,2021-04-27T00:00:00Z,27.805,28.15,27.61,27.91,41272,27.805,28.15,27.61,27.91,41272,0,1
BSSP,2021-04-27T00:00:00Z,0.0012,0.0017,0.0012,0.0016,137230271,0.0012,0.0017,0.0012,0.0016,137230271,0,1
BST,2021-04-27T00:00:00Z,58.65,59.225,58.32,58.43,51836,58.65,59.225,58.32,58.43,51836,0,1
BSTG,2021-04-27T00:00:00Z,1.28,1.28,1.01,1.15,1458,1.28,1.28,1.01,1.15,1458,0,1
BSTK,2021-04-27T00:00:00Z,0.015,0.015,0.015,0.015,0,0.015,0.015,0.015,0.015,0,0,1
BSTO,2021-04-27T00:00:00Z,0.0231,0.0231,0.0231,0.0231,290,0.0231,0.0231,0.0231,0.0231,290,0,1
BSTZ,2021-04-27T00:00:00Z,38.27,39,38.13,38.69,87726,38.27,39,38.13,38.69,87726,0,1
BSV,2021-04-27T00:00:00Z,82.26,82.3,82.23,82.28,1670258,82.26,82.3,82.23,82.28,1670258,0,1
BSVN,2021-04-27T00:00:00Z,17.39,17.8,17.25,17.25,16549,17.39,17.8,17.25,17.25,16549,0,1
BSX,2021-04-27T00:00:00Z,42.41,42.76,41.59,41.99,8257847,42.41,42.76,41.59,41.99,8257847,0,1
BSY,2021-04-27T00:00:00Z,51.86,51.96,50.24,50.6,606291,51.86,51.96,50.24,50.6,606291,0,1
